Species;SampleID;Ind;Rep;conidL;conidW;conidiophL;conidiophW;conidA;PictureID
Fyves;UZ_7.23(4)_R308;74;R3;4,079;1,992;10,65;2,447;6,361;UZ_7.23(4)_R3_100x_008
Fyves;UZ_7.23(4)_R309;74;R3;3,761;2,027;8,038;1,551;6,822;UZ_7.23(4)_R3_100x_008
Fyves;UZ_7.23(4)_R310;74;R3;5,107;2,137;9,162;1,389;8,174;UZ_7.23(4)_R3_100x_003_ED & 004
Fyves;UZ_7.23(8)_R101;78;R1;3,849;2,261;16,222;1,946;7,818;UZ_7.23(8)_R1_100x_001
Fyves;UZ_7.23(8)_R102;78;R1;4,463;2,326;14,69;1,765;7,974;UZ_7.23(8)_R1_100x_002 & 003
Fyves;UZ_7.23(8)_R103;78;R1;4,439;2,329;16,601;1,776;8,33;UZ_7.23(8)_R1_100x_004 & 005
Fyves;UZ_7.23(8)_R104;78;R1;4,311;2,073;17,388;1,709;7,642;UZ_7.23(8)_R1_100x_006 & 007
Fyves;UZ_7.23(8)_R105;78;R1;4,348;2,406;12,354;1,33;9,206;UZ_7.23(8)_R1_100x_007 & 008
Fyves;UZ_7.23(8)_R106;78;R1;4,249;2,415;14,501;1,57;8,19;UZ_7.23(8)_R1_100x_008 & 009
Fyves;UZ_7.23(8)_R107;78;R1;4,347;2,165;17,591;1,584;7,01;UZ_7.23(8)_R1_100x_008 & 010_ED
Fyves;UZ_7.23(8)_R108;78;R1;4,43;1,925;13,819;1,813;7,274;UZ_7.23(8)_R1_100x_010 & 012
Fyves;UZ_7.23(8)_R109;78;R1;3,808;2,288;11,631;1,606;7,494;UZ_7.23(8)_R1_100x_011 & 013
Fyves;UZ_7.23(8)_R110;78;R1;3,836;2,103;14,876;1,487;6,942;UZ_7.23(8)_R1_100x_011 & 014
Fyves;UZ_7.23(8)_R201;78;R2;4,274;1,837;16,533;1,105;6,858;UZ_7.23(8)_R2_100x_001_ED
Fyves;UZ_7.23(8)_R202;78;R2;4,456;2,149;8,943;1,181;7,83;UZ_7.23(8)_R2_100x_002_ED
Fyves;UZ_7.23(8)_R203;78;R2;4,924;2,283;11,949;1,475;9,666;UZ_7.23(8)_R2_100x_002_ED
Fyves;UZ_7.23(8)_R204;78;R2;4,798;2,001;11,299;1,886;7,11;UZ_7.23(8)_R2_100x_003
Fyves;UZ_7.23(8)_R205;78;R2;4,017;2,228;13,129;1,222;6,75;UZ_7.23(8)_R2_100x_003
Fyves;UZ_7.23(8)_R206;78;R2;4,49;2,077;12,94;1,245;7,482;UZ_7.23(8)_R2_100x_004
Fyves;UZ_7.23(8)_R207;78;R2;4,111;2,164;17,973;1,726;7,734;UZ_7.23(8)_R2_100x_005
Fyves;UZ_7.23(8)_R208;78;R2;4,149;2,012;15,71;1,73;7,25;UZ_7.23(8)_R2_100x_007 & 008
Fyves;UZ_7.23(8)_R209;78;R2;5,054;2,217;13,746;1,534;9,254;UZ_7.23(8)_R2_100x_008 & 009
Fyves;UZ_7.23(8)_R210;78;R2;4,251;2,072;13,033;1,81;7,27;UZ_7.23(8)_R2_100x_010 & 013
Fyves;UZ_7.23(8)_R301;78;R3;3,852;2,219;13,358;1,932;7,01;UZ_7.23(8)_R3_100x_001
Fyves;UZ_7.23(8)_R302;78;R3;4,56;2,162;10,68;1,507;8,29;UZ_7.23(8)_R3_100x_002_ED & 003
Fyves;UZ_7.23(8)_R303;78;R3;4,498;2,272;12,943;1,519;8,282;UZ_7.23(8)_R3_100x_003 & 005_ED
Fyves;UZ_7.23(8)_R304;78;R3;4,344;2,163;18,045;2,09;7,38;UZ_7.23(8)_R3_100x_004 & 006
Fyves;UZ_7.23(8)_R305;78;R3;4,527;2,292;11,43;1,785;7,56;UZ_7.23(8)_R3_100x_005 & 006
Fyves;UZ_7.23(8)_R306;78;R3;3,664;2,047;14,127;1,927;6,553;UZ_7.23(8)_R3_100x_005 & 007
Fyves;UZ_7.23(8)_R307;78;R3;3,896;2,201;12,125;1,676;7,646;UZ_7.23(8)_R3_100x_006 & 010
Fyves;UZ_7.23(8)_R308;78;R3;4,254;2,276;11,653;1,644;7,274;UZ_7.23(8)_R3_100x_007 & 011_ED
Fyves;UZ_7.23(8)_R309;78;R3;4,693;2,646;18,29;2,159;9,21;UZ_7.23(8)_R3_100x_010 & 011_ED
Fyves;UZ_7.23(8)_R310;78;R3;3,689;2,088;14,827;1,774;6,293;UZ_7.23(8)_R3_100x_011 & 012
Fyves;UZ_7.23(11)_R101;711;R1;4,017;1,873;12,717;1,551;5,877;UZ_7.23(11)_R1_100x_001_ED
Fyves;UZ_7.23(11)_R102;711;R1;4,175;1,969;13,042;2,225;5,689;UZ_7.23(11)_R1_100x_001_ED
Fyves;UZ_7.23(11)_R103;711;R1;4,316;2,297;24,855;1,585;7,142;UZ_7.23(11)_R1_100x_001 & 002_ED
Fyves;UZ_7.23(11)_R104;711;R1;4,654;2,221;17,764;1,657;7,182;UZ_7.23(11)_R1_100x_001 & 002
Fyves;UZ_7.23(11)_R105;711;R1;4,451;2,347;17,329;2,059;8,042;UZ_7.23(11)_R1_100x_003 & 004
Fyves;UZ_7.23(11)_R106;711;R1;3,763;1,619;15,36;2,07;5,461;UZ_7.23(11)_R1_100x_003 & 006
Fyves;UZ_7.23(11)_R107;711;R1;4,277;2,138;15,774;2,086;7,058;UZ_7.23(11)_R1_100x_004 & 007
Fyves;UZ_7.23(11)_R108;711;R1;4,506;2,214;17,815;1,705;7,51;UZ_7.23(11)_R1_100x_005 & 008
Fyves;UZ_7.23(11)_R109;711;R1;4,796;2,036;16,159;1,885;9,562;UZ_7.23(11)_R1_100x_007 & 008
Fyves;UZ_7.23(11)_R110;711;R1;3,669;2,105;14,649;1,588;7,574;UZ_7.23(11)_R1_100x_008 & 009
Fyves;UZ_7.23(11)_R201;711;R2;4,361;2,135;7,681;1,831;7,482;UZ_7.23(11)_R2_100x_001
Fyves;UZ_7.23(11)_R202;711;R2;3,707;1,853;9,839;1,985;5,801;UZ_7.23(11)_R2_100x_001 & 002
Fyves;UZ_7.23(11)_R203;711;R2;3,767;1,755;8,798;1,807;4,989;UZ_7.23(11)_R2_100x_002 & 003
Fyves;UZ_7.23(11)_R204;711;R2;4,202;1,94;11,219;1,712;6,71;UZ_7.23(11)_R2_100x_003
Fyves;UZ_7.23(11)_R205;711;R2;4,289;1,848;10,985;1,663;6,713;UZ_7.23(11)_R2_100x_003 & 004_ED
Fyves;UZ_7.23(11)_R206;711;R2;4,496;2,077;12,305;1,928;7,71;UZ_7.23(11)_R2_100x_004 & 005
Fyves;UZ_7.23(11)_R207;711;R2;3,596;1,956;16,783;2,045;6,093;UZ_7.23(11)_R2_100x_005 & 006_ED
Fyves;UZ_7.23(11)_R208;711;R2;3,851;1,927;13,215;1,382;6,273;UZ_7.23(11)_R2_100x_006_ED
Fyves;UZ_7.23(11)_R209;711;R2;4,286;1,949;15,62;1,876;6,385;UZ_7.23(11)_R2_100x_006
Fyves;UZ_7.23(11)_R210;711;R2;3,707;2,037;14,061;1,883;6,433;UZ_7.23(11)_R2_100x_007
Fyves;UZ_7.23(11)_R301;711;R3;4,206;1,961;17,535;1,7;6,625;UZ_7.23(11)_R3_100x_001 & 004
Fyves;UZ_7.23(11)_R302;711;R3;4,488;2,208;18,664;1,772;9,354;UZ_7.23(11)_R3_100x_002 & 006_ED
Fyves;UZ_7.23(11)_R303;711;R3;3,824;2,085;17,228;2,05;8,094;UZ_7.23(11)_R3_100x_002 & 006_ED
Fyves;UZ_7.23(11)_R304;711;R3;3,913;2,246;15,186;1,387;8,49;UZ_7.23(11)_R3_100x_003 & 007
Fyves;UZ_7.23(11)_R305;711;R3;3,68;2,093;15,068;1,358;7,426;UZ_7.23(11)_R3_100x_004 & 007
Fyves;UZ_7.23(11)_R306;711;R3;4,127;2,433;12,797;1,627;8,554;UZ_7.23(11)_R3_100x_005 & 008
Fyves;UZ_7.23(11)_R307;711;R3;3,96;1,97;10,682;1,58;6,457;UZ_7.23(11)_R3_100x_005 & 009
Fyves;UZ_7.23(11)_R308;711;R3;4,578;2,286;9,85;1,398;8,366;UZ_7.23(11)_R3_100x_008 & 011
Fyves;UZ_7.23(11)_R309;711;R3;4,313;2,041;14,549;1,886;7,082;UZ_7.23(11)_R3_100x_009 & 011
Fyves;UZ_7.23(11)_R310;711;R3;4,386;2,198;11,389;1,927;7,978;UZ_7.23(11)_R3_100x_010 & 012
Fnigr;UZ_44.22(1)_R101;441;R1;4,061;1,906;7,943;1,127;5,629;UZ_44.22(1)_R1_100x_001
Fnigr;UZ_44.22(1)_R102;441;R1;4,905;2,098;13,063;1,711;7,762;UZ_44.22(1)_R1_100x_002
Fnigr;UZ_44.22(1)_R103;441;R1;5,701;2,265;7,804;1,537;9,518;UZ_44.22(1)_R1_100x_003_ED
Fnigr;UZ_44.22(1)_R104;441;R1;4,775;1,839;7,484;1,702;7,29;UZ_44.22(1)_R1_100x_004
Fnigr;UZ_44.22(1)_R105;441;R1;4,826;2,007;7,926;1,158;7,27;UZ_44.22(1)_R1_100x_005
Fnigr;UZ_44.22(1)_R106;441;R1;3,833;1,791;8,939;1,821;5,449;UZ_44.22(1)_R1_100x_006
Fnigr;UZ_44.22(1)_R107;441;R1;4,61;1,789;8,716;1,41;6,697;UZ_44.22(1)_R1_100x_007
Fnigr;UZ_44.22(1)_R108;441;R1;4,896;2,179;11,219;1,436;7,082;UZ_44.22(1)_R1_100x_008
Fnigr;UZ_44.22(1)_R109;441;R1;4,439;2,001;9,559;1,46;6,505;UZ_44.22(1)_R1_100x_009
Fnigr;UZ_44.22(1)_R110;441;R1;3,723;1,876;9,58;1,329;5,901;UZ_44.22(1)_R1_100x_010
Fnigr;UZ_44.22(1)_R201;441;R2;4,216;1,933;10,131;1,533;6,293;UZ_44.22(1)_R2_100x_001_ED
Fnigr;UZ_44.22(1)_R202;441;R2;4,218;2,13;8,219;1,35;6,85;UZ_44.22(1)_R2_100x_002_ED
Fnigr;UZ_44.22(1)_R203;441;R2;4,419;1,935;9,399;1,734;7,47;UZ_44.22(1)_R2_100x_002_ED
Fnigr;UZ_44.22(1)_R204;441;R2;4,656;1,807;10,408;1,923;8,578;UZ_44.22(1)_R2_100x_003_ED
Fnigr;UZ_44.22(1)_R205;441;R2;4,075;1,869;9,526;1,699;6,249;UZ_44.22(1)_R2_100x_003_ED
Fnigr;UZ_44.22(1)_R206;441;R2;5,101;1,972;10,708;1,839;7,094;UZ_44.22(1)_R2_100x_004_ED
Fnigr;UZ_44.22(1)_R207;441;R2;4,558;1,693;12,8;1,324;6,48;UZ_44.22(1)_R2_100x_004
Fnigr;UZ_44.22(1)_R208;441;R2;3,866;1,877;9,132;1,429;5,909;UZ_44.22(1)_R2_100x_005_ED
Fnigr;UZ_44.22(1)_R209;441;R2;4,654;1,78;9,061;1,378;6,902;UZ_44.22(1)_R2_100x_006
Fnigr;UZ_44.22(1)_R210;441;R2;3,904;1,847;8,394;1,485;5,365;UZ_44.22(1)_R2_100x_007
Fnigr;UZ_44.22(1)_R301;441;R3;4,879;2,02;8,141;1,565;7,498;UZ_44.22(1)_R3_100x_001
Fnigr;UZ_44.22(1)_R302;441;R3;4,433;1,84;6,699;1,651;6,233;UZ_44.22(1)_R3_100x_001
Fnigr;UZ_44.22(1)_R303;441;R3;4,688;2,001;8,293;1,478;6,521;UZ_44.22(1)_R3_100x_002
Fnigr;UZ_44.22(1)_R304;441;R3;4,792;2,068;12,335;1,417;7,47;UZ_44.22(1)_R3_100x_003
Fnigr;UZ_44.22(1)_R305;441;R3;4,889;1,924;9,712;1,14;7,926;UZ_44.22(1)_R3_100x_004
Fnigr;UZ_44.22(1)_R306;441;R3;4,459;2,169;7,654;1,176;7,202;UZ_44.22(1)_R3_100x_005
Fnigr;UZ_44.22(1)_R307;441;R3;5,091;2,165;7,764;1,387;8,6;UZ_44.22(1)_R3_100x_006
Fnigr;UZ_44.22(1)_R308;441;R3;3,881;1,868;13,86;1,949;5,27;UZ_44.22(1)_R3_100x_007
Fnigr;UZ_44.22(1)_R309;441;R3;4,074;1,981;11,567;1,744;6,025;UZ_44.22(1)_R3_100x_007
Fnigr;UZ_44.22(1)_R310;441;R3;4,87;2,265;9,132;1,436;7,99;UZ_44.22(1)_R3_100x_007_ED
Fnigr;UZ_44.22(2)_R101;442;R1;4,757;2,218;10,065;1,278;6,82;UZ_44.22(2)_R1_100x_001
Fnigr;UZ_44.22(2)_R102;442;R1;4,935;1,986;10,887;1,651;7,558;UZ_44.22(2)_R1_100x_002
Fnigr;UZ_44.22(2)_R103;442;R1;4,321;2,061;19,825;1,423;6,425;UZ_44.22(2)_R1_100x_002 & 003
Fnigr;UZ_44.22(2)_R104;442;R1;4,053;1,744;9,751;1,661;5,13;UZ_44.22(2)_R1_100x_003 & 004
Fnigr;UZ_44.22(2)_R105;442;R1;4,698;1,913;10,93;1,495;7,514;UZ_44.22(2)_R1_100x_003 & 006_ED
Fnigr;UZ_44.22(2)_R106;442;R1;4,228;1,875;8,239;1,79;5,525;UZ_44.22(2)_R1_100x_004 & 006_ED
Fnigr;UZ_44.22(2)_R107;442;R1;3,369;1,735;13,39;1,637;4,069;UZ_44.22(2)_R1_100x_005 & 008
Fnigr;UZ_44.22(2)_R108;442;R1;4,202;1,651;18,677;1,729;5,237;UZ_44.22(2)_R1_100x_005 & 009
Fnigr;UZ_44.22(2)_R109;442;R1;4,633;2,028;9,979;1,834;6,998;UZ_44.22(2)_R1_100x_005 & 010
Fnigr;UZ_44.22(2)_R110;442;R1;3,764;1,741;9,474;1,981;5,465;UZ_44.22(2)_R1_100x_009 & 010
Fnigr;UZ_44.22(2)_R201;442;R2;4,314;1,711;11,68;1,361;5,773;UZ_44.22(2)_R2_100x_001 & 002_ED
Fnigr;UZ_44.22(2)_R202;442;R2;4,971;1,997;14,391;1,942;7,958;UZ_44.22(2)_R2_100x_002_ED & 004
Fnigr;UZ_44.22(2)_R203;442;R2;3,849;1,483;9,122;1,991;4,893;UZ_44.22(2)_R2_100x_002 & 006
Fnigr;UZ_44.22(2)_R204;442;R2;4,763;1,861;9,786;2,179;6,65;UZ_44.22(2)_R2_100x_003 & 010
Fnigr;UZ_44.22(2)_R205;442;R2;4,616;1,785;9,976;2,126;5,9;UZ_44.22(2)_R2_100x_003 & 011
Fnigr;UZ_44.22(2)_R206;442;R2;5,381;2,054;11,803;2,396;7,53;UZ_44.22(2)_R2_100x_005 & 012
Fnigr;UZ_44.22(2)_R207;442;R2;4,231;1,98;14,765;2,285;5,653;UZ_44.22(2)_R2_100x_007 & 013
Fnigr;UZ_44.22(2)_R208;442;R2;5,888;1,995;13,955;1,894;9,81;UZ_44.22(2)_R2_100x_007_ED & 014
Fnigr;UZ_44.22(2)_R209;442;R2;3,931;1,676;9,258;1,703;5,525;UZ_44.22(2)_R2_100x_008 & 015
Fnigr;UZ_44.22(2)_R210;442;R2;4,588;2,107;12,463;1,622;7,058;UZ_44.22(2)_R2_100x_010_ED & 016
Fnigr;UZ_44.22(2)_R301;442;R3;4,652;1,895;9,02;1,79;7,918;UZ_44.22(2)_R3_100x_001 & 002_ED
Fnigr;UZ_44.22(2)_R302;442;R3;4,89;1,625;10,458;1,467;6,009;UZ_44.22(2)_R3_100x_002_ED & 003
Fnigr;UZ_44.22(2)_R303;442;R3;3,902;1,739;11,706;1,367;5,973;UZ_44.22(2)_R3_100x_003_ED & 004
Fnigr;UZ_44.22(2)_R304;442;R3;5,068;1,783;13,357;1,544;7,046;UZ_44.22(2)_R3_100x_005 & 006_ED
Fnigr;UZ_44.22(2)_R305;442;R3;5,149;1,879;18,82;1,899;7,906;UZ_44.22(2)_R3_100x_005 & 007_ED
Fnigr;UZ_44.22(2)_R306;442;R3;4,539;1,799;10,214;1,95;5,54;UZ_44.22(2)_R3_100x_005 & 008
Fnigr;UZ_44.22(2)_R307;442;R3;3,621;1,698;8,45;1,867;6,113;UZ_44.22(2)_R3_100x_005 & 008_ED
Fnigr;UZ_44.22(2)_R308;442;R3;4,011;1,966;10,697;2,312;6,03;UZ_44.22(2)_R3_100x_005 & 009
Fnigr;UZ_44.22(2)_R309;442;R3;4,904;2,018;8,069;1,449;7,178;UZ_44.22(2)_R3_100x_010 & 011
Fnigr;UZ_44.22(2)_R310;442;R3;5,032;1,917;10,189;2,206;7,406;UZ_44.22(2)_R3_100x_010 & 012
Fnigr;UZ_44.22(4)_R101;444;R1;4,086;2,178;11,853;1,626;6,629;UZ_44.22(4)_R1_100x_001
Fnigr;UZ_44.22(4)_R102;444;R1;3,581;1,774;10,701;1,851;5,557;UZ_44.22(4)_R1_100x_002
Fnigr;UZ_44.22(4)_R103;444;R1;4,127;2,173;13,674;2,041;6,769;UZ_44.22(4)_R1_100x_003 & 005
Fnigr;UZ_44.22(4)_R104;444;R1;3,943;2,115;11,17;2,11;6,629;UZ_44.22(4)_R1_100x_004_ED & 005
Fnigr;UZ_44.22(4)_R105;444;R1;3,941;1,812;9,16;1,572;6,085;UZ_44.22(4)_R1_100x_006 & 007
Fnigr;UZ_44.22(4)_R106;444;R1;3,857;2,176;9,276;1,803;5,701;UZ_44.22(4)_R1_100x_006 & 011
Fnigr;UZ_44.22(4)_R107;444;R1;4,226;2,172;13,958;1,693;7,23;UZ_44.22(4)_R1_100x_008 & 012_ED
Fnigr;UZ_44.22(4)_R108;444;R1;3,842;1,938;15,515;1,54;6,317;UZ_44.22(4)_R1_100x_009 & 014
Fnigr;UZ_44.22(4)_R109;444;R1;3,597;1,742;13,021;1,33;5,285;UZ_44.22(4)_R1_100x_009 & 015
Fnigr;UZ_44.22(4)_R110;444;R1;4,014;1,902;9,354;1,225;6,061;UZ_44.22(4)_R1_100x_010 & 016
Fnigr;UZ_44.22(4)_R201;444;R2;4,19;1,916;11,279;1,609;6,637;UZ_44.22(4)_R2_100x_001_ED
Fnigr;UZ_44.22(4)_R202;444;R2;3,567;1,964;9,555;1,964;5,969;UZ_44.22(4)_R2_100x_002 & 003
Fnigr;UZ_44.22(4)_R203;444;R2;4,167;1,953;12,05;1,683;6,842;UZ_44.22(4)_R2_100x_004 & 005
Fnigr;UZ_44.22(4)_R204;444;R2;4,469;2,175;12,161;1,487;7,046;UZ_44.22(4)_R2_100x_006
Fnigr;UZ_44.22(4)_R205;444;R2;4,055;1,825;10,171;1,342;6,185;UZ_44.22(4)_R2_100x_007 & 008
Fnigr;UZ_44.22(4)_R206;444;R2;3,746;2,086;16,619;1,987;6,013;UZ_44.22(4)_R2_100x_007 & 009
Fnigr;UZ_44.22(4)_R207;444;R2;4,283;2,083;8,53;1,268;6,197;UZ_44.22(4)_R2_100x_008 & 009
Fnigr;UZ_44.22(4)_R208;444;R2;3,925;1,969;9,607;1,424;5,985;UZ_44.22(4)_R2_100x_009 
Fnigr;UZ_44.22(4)_R209;444;R2;4,187;2,072;7,893;1,514;6,94;UZ_44.22(4)_R2_100x_010
Fnigr;UZ_44.22(4)_R210;444;R2;3,693;1,727;8,05;1,474;4,873;UZ_44.22(4)_R2_100x_010
Fnigr;UZ_44.22(4)_R301;444;R3;4,323;2,175;10,636;1,651;7,274;UZ_44.22(4)_R3_100x_001
Fnigr;UZ_44.22(4)_R302;444;R3;3,817;1,816;8,225;1,509;5,353;UZ_44.22(4)_R3_100x_001 & 002
Fnigr;UZ_44.22(4)_R303;444;R3;4,057;2,285;10,208;1,366;7,59;UZ_44.22(4)_R3_100x_003 & 005
Fnigr;UZ_44.22(4)_R304;444;R3;4,072;2,016;12,569;1,562;7,482;UZ_44.22(4)_R3_100x_004_ED & 006
Fnigr;UZ_44.22(4)_R305;444;R3;4,039;1,984;10,75;1,907;6,449;UZ_44.22(4)_R3_100x_007 & 009
Fnigr;UZ_44.22(4)_R306;444;R3;3,527;1,913;8,31;1,726;5,709;UZ_44.22(4)_R3_100x_008 & 011
Fnigr;UZ_44.22(4)_R307;444;R3;3,968;1,941;10,079;2,077;6,089;UZ_44.22(4)_R3_100x_008 & 011
Fnigr;UZ_44.22(4)_R308;444;R3;4,024;2,048;9,544;1,415;7,15;UZ_44.22(4)_R3_100x_010 & 013
Fnigr;UZ_44.22(4)_R309;444;R3;3,876;2,207;10,338;1,708;7,054;UZ_44.22(4)_R3_100x_010 & 013
Fnigr;UZ_44.22(4)_R310;444;R3;4,119;1,833;11,797;1,629;6,777;UZ_44.22(4)_R3_100x_014 & 015
Fprui;UZ_55.22(2)_R101;552;R1;4,506;2,114;15,621;1,878;7,93;UZ_55.22(2)_R1_100x_001
Fprui;UZ_55.22(2)_R102;552;R1;4,756;2,025;11,622;1,587;7,95;UZ_55.22(2)_R1_100x_002_ED
Fprui;UZ_55.22(2)_R103;552;R1;5,165;2,024;15,42;1,664;9,958;UZ_55.22(2)_R1_100x_003_ED
Fprui;UZ_55.22(2)_R104;552;R1;4,384;2,094;13,948;1,48;6,709;UZ_55.22(2)_R1_100x_004_ED
Fprui;UZ_55.22(2)_R105;552;R1;4,57;2,056;12,09;1,609;8,498;UZ_55.22(2)_R1_100x_004_ED
Fprui;UZ_55.22(2)_R106;552;R1;4,835;1,99;10,633;1,916;8,13;UZ_55.22(2)_R1_100x_005
Fprui;UZ_55.22(2)_R107;552;R1;4,584;1,97;11,57;1,455;7,938;UZ_55.22(2)_R1_100x_006_ED
Fprui;UZ_55.22(2)_R108;552;R1;5,256;2,192;12,294;1,755;9,086;UZ_55.22(2)_R1_100x_007_ED
Fprui;UZ_55.22(2)_R109;552;R1;5,319;2,389;14,063;1,579;9,87;UZ_55.22(2)_R1_100x_008 & 009_ED
Fprui;UZ_55.22(2)_R110;552;R1;4,654;2,299;11,886;1,648;8,802;UZ_55.22(2)_R1_100x_009_ED
Fprui;UZ_55.22(2)_R201;552;R2;4,909;2,023;13,723;1,506;7,73;UZ_55.22(2)_R2_100x_001
Fprui;UZ_55.22(2)_R202;552;R2;4,875;2,254;11,824;1,334;8,41;UZ_55.22(2)_R2_100x_002
Fprui;UZ_55.22(2)_R203;552;R2;4,869;2,252;11,291;1,259;8,854;UZ_55.22(2)_R2_100x_002_ED
Fprui;UZ_55.22(2)_R204;552;R2;4,271;2,101;11,293;1,35;7,366;UZ_55.22(2)_R2_100x_003_ED
Fprui;UZ_55.22(2)_R205;552;R2;4,664;1,882;14,454;2,139;7,882;UZ_55.22(2)_R2_100x_004_ED
Fprui;UZ_55.22(2)_R206;552;R2;4,496;1,923;10,554;1,439;7,738;UZ_55.22(2)_R2_100x_005
Fprui;UZ_55.22(2)_R207;552;R2;4,373;1,994;14,564;1,797;8,05;UZ_55.22(2)_R2_100x_005
Fprui;UZ_55.22(2)_R208;552;R2;5,05;1,902;15,258;1,781;7,57;UZ_55.22(2)_R2_100x_006
Fprui;UZ_55.22(2)_R209;552;R2;4,884;2,178;10,682;1,553;8,266;UZ_55.22(2)_R2_100x_006
Fprui;UZ_55.22(2)_R210;552;R2;5,002;2,118;14,445;1,404;8,566;UZ_55.22(2)_R2_100x_007
Fprui;UZ_55.22(2)_R301;552;R3;4,514;1,997;14,788;1,448;7,746;UZ_55.22(2)_R3_100x_001_ED
Fprui;UZ_55.22(2)_R302;552;R3;4,781;2,221;13,301;1,754;8,95;UZ_55.22(2)_R3_100x_002_ED
Fprui;UZ_55.22(2)_R303;552;R3;4,968;2,045;16,787;2,096;8,83;UZ_55.22(2)_R3_100x_003
Fprui;UZ_55.22(2)_R304;552;R3;4,481;1,869;10,627;1,071;6,2;UZ_55.22(2)_R3_100x_004
Fprui;UZ_55.22(2)_R305;552;R3;5,067;2,268;12,248;1,49;9,574;UZ_55.22(2)_R3_100x_006_ED
Fprui;UZ_55.22(2)_R306;552;R3;4,853;1,909;14,016;1,722;8,038;UZ_55.22(2)_R3_100x_007_ED
Fprui;UZ_55.22(2)_R307;552;R3;4,772;2,404;11,237;1,52;8,69;UZ_55.22(2)_R3_100x_008
Fprui;UZ_55.22(2)_R308;552;R3;5,086;1,837;13,739;1,434;7,87;UZ_55.22(2)_R3_100x_009 & 011_ED
Fprui;UZ_55.22(2)_R309;552;R3;5,089;2,024;10,874;1,394;8,254;UZ_55.22(2)_R3_100x_010 & 011_ED
Fprui;UZ_55.22(2)_R310;552;R3;4,319;2,14;10,373;1,866;8,898;UZ_55.22(2)_R3_100x_010 & 012
Fprui;UZ_55.22(3)_R101;553;R1;4,992;2,036;12,167;1,315;9,554;UZ_55.22(3)_R1_100x_001
Fprui;UZ_55.22(3)_R102;553;R1;4,649;2,026;12,448;1,401;7,778;UZ_55.22(3)_R1_100x_002_ED
Fprui;UZ_55.22(3)_R103;553;R1;4,411;1,94;11,727;1,346;7,206;UZ_55.22(3)_R1_100x_003
Fprui;UZ_55.22(3)_R104;553;R1;5,139;2,185;11,758;1,246;7,458;UZ_55.22(3)_R1_100x_004_ED
Fprui;UZ_55.22(3)_R105;553;R1;4,548;2,243;11,653;1,342;7,894;UZ_55.22(3)_R1_100x_005_ED
Fprui;UZ_55.22(3)_R106;553;R1;5,164;2,083;13,755;1,595;8,978;UZ_55.22(3)_R1_100x_006_ED
Fprui;UZ_55.22(3)_R107;553;R1;4,72;2,047;14,081;1,725;7,954;UZ_55.22(3)_R1_100x_006_ED & 007
Fprui;UZ_55.22(3)_R108;553;R1;4,452;1,977;13,529;1,758;7,802;UZ_55.22(3)_R1_100x_007
Fprui;UZ_55.22(3)_R109;553;R1;4,617;1,777;12,306;1,499;8,866;UZ_55.22(3)_R1_100x_008_ED
Fprui;UZ_55.22(3)_R110;553;R1;5,204;1,912;13,249;1,726;8,59;UZ_55.22(3)_R1_100x_009_ED
Fprui;UZ_55.22(3)_R201;553;R2;5,074;2,333;9,892;1,265;9,098;UZ_55.22(3)_R2_100x_003_ED
Fprui;UZ_55.22(3)_R202;553;R2;4,621;1,982;14,956;1,633;7,902;UZ_55.22(3)_R2_100x_004
Fprui;UZ_55.22(3)_R203;553;R2;4,159;1,993;13,097;1,506;7,298;UZ_55.22(3)_R2_100x_004 & 005
Fprui;UZ_55.22(3)_R204;553;R2;4,475;2,167;18,35;1,6;7,874;UZ_55.22(3)_R2_100x_005_ED & 006
Fprui;UZ_55.22(3)_R205;553;R2;4,263;2,177;13,421;2,348;7,71;UZ_55.22(3)_R2_100x_006_ED
Fprui;UZ_55.22(3)_R206;553;R2;4,109;1,903;12,697;1,797;5,733;UZ_55.22(3)_R2_100x_006 & 007_ED
Fprui;UZ_55.22(3)_R207;553;R2;5,233;2,108;14,044;1,56;8,03;UZ_55.22(3)_R2_100x_007 & 008
Fprui;UZ_55.22(3)_R208;553;R2;5,967;2,045;9,893;1,047;8,57;UZ_55.22(3)_R2_100x_008_ED
Fprui;UZ_55.22(3)_R209;553;R2;4,068;2,085;14,763;1,638;6,83;UZ_55.22(3)_R2_100x_009
Fprui;UZ_55.22(3)_R210;553;R2;5,111;2,335;12,644;1,672;9,662;UZ_55.22(3)_R2_100x_010
Fprui;UZ_55.22(3)_R301;553;R3;5,155;1,999;13,264;1,552;9,706;UZ_55.22(3)_R3_100x_001_ED
Fprui;UZ_55.22(3)_R302;553;R3;4,519;2,333;13,027;1,966;9,374;UZ_55.22(3)_R3_100x_002_ED
Fprui;UZ_55.22(3)_R303;553;R3;5,141;2,154;15,921;2,059;8,538;UZ_55.22(3)_R3_100x_003
Fprui;UZ_55.22(3)_R304;553;R3;5,195;2,24;13,024;1,898;9,48;UZ_55.22(3)_R3_100x_004
Fprui;UZ_55.22(3)_R305;553;R3;4,115;1,911;15,954;1,78;7,494;UZ_55.22(3)_R3_100x_005_ED
Fprui;UZ_55.22(3)_R306;553;R3;5,155;1,895;10,743;1,282;7,41;UZ_55.22(3)_R3_100x_006
Fprui;UZ_55.22(3)_R307;553;R3;4,555;2,103;16,353;1,616;7,58;UZ_55.22(3)_R3_100x_008
